employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
29214,Sales & Marketing,region_22,Bachelor's,m,sourcing,2,31,3.0,9,0,0,51,0
20790,Sales & Marketing,region_10,Bachelor's,m,sourcing,1,31,2.0,7,0,1,50,0
65077,Operations,region_22,Bachelor's,m,sourcing,1,25,2.0,3,0,0,57,0
30572,Technology,region_2,Bachelor's,f,other,1,54,2.0,4,1,0,77,0
38274,Sales & Marketing,region_22,Master's & above,f,other,3,32,3.0,2,0,0,52,0
69752,Operations,region_26,Bachelor's,f,other,1,31,5.0,6,1,0,62,0
57704,R&D,region_31,Master's & above,m,other,2,33,3.0,5,1,0,80,0
56034,Analytics,region_7,Bachelor's,m,other,2,31,2.0,6,0,0,88,0
41820,Sales & Marketing,region_31,Master's & above,m,other,1,45,5.0,15,1,0,46,0
21547,Analytics,region_23,Bachelor's,m,sourcing,3,29,2.0,6,0,0,86,0
21728,Sales & Marketing,region_23,Bachelor's,m,other,1,35,3.0,10,0,0,54,0
35707,Analytics,region_25,Master's & above,m,sourcing,1,37,3.0,8,1,0,86,0
69326,Analytics,region_2,Master's & above,m,sourcing,2,52,3.0,20,1,0,81,0
15832,Procurement,region_22,Master's & above,m,other,1,40,4.0,4,1,0,71,0
12269,Sales & Marketing,region_16,Bachelor's,m,other,1,52,1.0,8,0,0,49,0
51387,Technology,region_14,Bachelor's,f,sourcing,1,32,3.0,2,0,0,83,0
3199,Operations,region_9,Bachelor's,m,sourcing,1,29,3.0,3,1,0,60,0
3703,Sales & Marketing,region_30,Bachelor's,m,other,1,40,2.0,4,1,0,53,0
77987,HR,region_2,Master's & above,m,sourcing,1,50,5.0,6,0,0,49,0
59075,HR,region_29,Bachelor's,m,other,1,34,5.0,3,1,0,46,0
76622,Operations,region_2,Bachelor's,m,other,1,29,4.0,1,1,0,67,0
15511,Operations,region_20,Bachelor's,m,sourcing,1,26,4.0,5,0,0,59,0
45351,Technology,region_33,Bachelor's,m,sourcing,1,40,3.0,6,0,0,85,0
34109,Procurement,region_22,Bachelor's,m,other,1,31,1.0,9,0,0,70,0
76758,Analytics,region_29,Bachelor's,m,other,1,29,5.0,7,1,0,83,0
60334,Sales & Marketing,region_1,Bachelor's,m,other,1,28,2.0,4,0,0,51,0
72804,Sales & Marketing,region_28,Bachelor's,m,other,1,40,5.0,5,0,0,52,0
7315,Technology,region_14,Bachelor's,m,other,1,27,3.0,6,0,0,82,0
24062,Finance,region_28,Master's & above,m,other,1,31,3.0,2,0,0,59,0
67941,Technology,region_7,Master's & above,m,other,1,49,3.0,6,0,0,83,0
67170,Sales & Marketing,region_12,Bachelor's,m,sourcing,1,27,3.0,2,0,0,47,0
1405,Sales & Marketing,region_7,Bachelor's,m,other,2,31,3.0,4,0,0,45,0
14958,Operations,region_2,Master's & above,m,sourcing,1,40,2.0,12,0,0,58,0
34501,Operations,region_27,Master's & above,m,other,1,37,5.0,2,1,1,57,0
3382,Sales & Marketing,region_14,Bachelor's,m,other,1,27,3.0,2,0,0,56,0
76524,Procurement,region_13,Master's & above,m,other,1,43,3.0,6,1,0,72,0
73352,Operations,region_19,Bachelor's,m,other,1,36,4.0,7,1,0,65,0
29896,Technology,region_26,Bachelor's,f,sourcing,1,44,3.0,14,1,0,79,0
55612,Sales & Marketing,region_13,Bachelor's,m,other,1,47,3.0,3,1,0,49,0
58259,Operations,region_32,Bachelor's,m,other,1,31,5.0,4,1,0,62,0
75251,R&D,region_14,Bachelor's,m,other,2,33,5.0,4,1,0,84,0
54373,Sales & Marketing,region_17,Master's & above,m,other,1,36,4.0,10,0,0,47,0
61163,HR,region_7,Master's & above,m,sourcing,1,36,3.0,8,0,0,49,0
54290,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,59,1.0,16,0,0,50,0
76841,Sales & Marketing,region_15,Master's & above,m,other,1,35,1.0,5,0,0,51,0
17844,Sales & Marketing,region_2,Bachelor's,f,other,1,30,2.0,6,1,0,48,0
37147,Operations,region_8,Bachelor's,f,other,1,32,1.0,7,0,0,61,0
65073,Sales & Marketing,region_21,Bachelor's,f,other,1,31,5.0,7,1,0,48,0
63964,Procurement,region_31,Bachelor's,m,sourcing,1,37,4.0,3,1,0,70,0
48708,Sales & Marketing,region_4,Master's & above,f,other,1,35,2.0,2,0,0,52,0
49324,Operations,region_19,Master's & above,f,other,1,40,4.0,6,1,0,55,0
29313,Finance,region_22,Bachelor's,m,sourcing,1,28,3.0,2,0,0,57,0
20689,Technology,region_14,Bachelor's,f,other,1,45,5.0,7,1,0,79,0
35059,Sales & Marketing,region_15,Bachelor's,f,sourcing,2,32,3.0,8,0,0,46,0
67943,Finance,region_28,Bachelor's,f,sourcing,1,30,3.0,4,0,0,68,0
40531,Sales & Marketing,region_23,Bachelor's,m,other,4,36,3.0,9,0,0,45,0
34942,Technology,region_2,Below Secondary,m,sourcing,1,25,3.0,2,0,0,77,0
4578,Analytics,region_2,Bachelor's,m,other,1,56,4.0,14,0,0,85,0
44290,Procurement,region_11,Bachelor's,f,other,1,27,5.0,2,1,0,71,0
73752,Sales & Marketing,region_11,Bachelor's,m,other,1,40,5.0,11,0,0,50,0
29819,Sales & Marketing,region_31,Bachelor's,m,other,1,29,1.0,2,0,0,52,0
67502,R&D,region_2,Master's & above,m,sourcing,1,44,3.0,5,0,0,83,0
43039,Operations,region_2,Bachelor's,f,other,1,33,2.0,7,0,0,58,0
64866,Sales & Marketing,region_25,Master's & above,m,sourcing,1,33,2.0,2,0,0,49,0
74496,Procurement,region_2,Bachelor's,m,other,1,39,3.0,7,0,0,71,0
7582,Operations,region_13,Master's & above,m,other,1,41,5.0,13,0,0,57,0
73742,Technology,region_7,Bachelor's,m,sourcing,2,39,3.0,5,1,0,78,0
17986,Analytics,region_29,Bachelor's,m,sourcing,1,26,1.0,3,0,0,90,0
74865,Sales & Marketing,region_25,Bachelor's,m,other,1,28,5.0,7,1,0,51,0
64595,HR,region_22,Bachelor's,f,other,1,25,3.0,3,0,0,46,0
2979,Technology,region_22,Master's & above,m,sourcing,1,34,3.0,7,0,0,77,0
33098,Analytics,region_34,Bachelor's,m,other,2,29,3.0,4,1,0,76,0
22334,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,28,5.0,4,0,0,50,0
58817,Operations,region_27,Master's & above,f,sourcing,1,40,4.0,11,1,0,65,0
53932,Technology,region_22,Master's & above,f,other,1,37,4.0,9,1,0,78,0
68133,Operations,region_22,Bachelor's,m,other,1,46,1.0,4,0,0,63,0
30021,Operations,region_7,Master's & above,m,sourcing,1,34,5.0,4,0,0,61,0
69622,Operations,region_23,Bachelor's,f,sourcing,1,34,1.0,7,0,0,57,0
62532,Sales & Marketing,region_13,Master's & above,m,other,1,46,3.0,5,1,0,45,0
27356,Sales & Marketing,region_22,Bachelor's,m,other,1,25,4.0,2,0,0,54,0
13495,Procurement,region_2,Master's & above,m,sourcing,1,35,1.0,10,0,0,70,0
46800,Technology,region_15,Master's & above,m,sourcing,1,46,3.0,17,0,0,79,0
55004,Operations,region_2,Bachelor's,f,other,1,53,5.0,18,1,0,60,0
49193,Technology,region_13,Bachelor's,f,other,1,29,2.0,5,0,0,78,0
53924,Sales & Marketing,region_6,Bachelor's,m,other,1,31,3.0,4,0,0,50,0
16264,Operations,region_7,Master's & above,m,sourcing,1,39,2.0,11,0,0,61,0
22179,Analytics,region_5,Bachelor's,m,sourcing,1,39,1.0,12,0,0,89,0
66207,Operations,region_32,Bachelor's,f,sourcing,1,31,5.0,2,0,0,57,0
77627,Analytics,region_5,Bachelor's,m,sourcing,1,39,3.0,8,0,0,82,0
26339,Sales & Marketing,region_16,Bachelor's,m,other,2,30,3.0,2,0,0,47,0
44187,Operations,region_15,Bachelor's,m,sourcing,1,38,5.0,10,0,0,60,0
6516,Legal,region_22,Bachelor's,m,other,1,30,2.0,3,1,0,58,0
36735,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,24,1.0,2,0,0,48,0
30310,HR,region_22,Master's & above,m,other,1,33,4.0,7,0,0,54,0
8524,Sales & Marketing,region_2,Bachelor's,f,other,1,42,5.0,7,0,0,47,0
1929,Operations,region_8,Bachelor's,m,sourcing,2,30,1.0,5,0,0,58,0
38993,HR,region_24,Master's & above,m,sourcing,1,33,4.0,7,0,0,59,0
13818,Sales & Marketing,region_4,Master's & above,m,other,1,46,3.0,22,0,0,48,0
23339,Procurement,region_13,Bachelor's,m,sourcing,1,29,1.0,7,0,0,69,0
76175,Sales & Marketing,region_8,Bachelor's,m,other,1,30,4.0,4,0,0,50,0
54253,Sales & Marketing,region_6,Bachelor's,m,other,2,27,1.0,4,0,0,55,0
69862,Procurement,region_2,Bachelor's,f,other,2,43,3.0,13,0,0,70,0
8283,Operations,region_11,Master's & above,f,other,1,45,5.0,7,1,0,62,0
16995,Sales & Marketing,region_4,Bachelor's,m,other,1,31,5.0,6,0,0,52,0
4665,Analytics,region_31,Master's & above,m,other,1,32,3.0,9,0,0,83,0
7547,Legal,region_22,Bachelor's,m,sourcing,1,39,5.0,8,0,0,61,0
60509,Sales & Marketing,region_22,Master's & above,m,other,1,39,2.0,11,0,0,52,0
64547,Sales & Marketing,region_9,Master's & above,m,other,1,31,5.0,7,0,0,49,0
40316,HR,region_2,Master's & above,m,other,1,37,4.0,9,1,0,46,0
59285,Operations,region_33,Bachelor's,m,other,1,53,5.0,18,0,0,61,0
20493,Sales & Marketing,region_3,Master's & above,m,sourcing,2,36,3.0,4,0,0,52,0
71275,Operations,region_1,Bachelor's,f,sourcing,1,25,4.0,2,0,0,60,0
618,Operations,region_2,Bachelor's,f,sourcing,1,38,1.0,8,0,0,57,0
25481,Sales & Marketing,region_30,Bachelor's,m,sourcing,1,33,4.0,6,0,0,53,0
53348,Analytics,region_31,Bachelor's,m,sourcing,1,40,4.0,3,1,0,85,0
32024,Technology,region_24,Master's & above,m,sourcing,1,36,3.0,3,1,0,81,0
36670,Sales & Marketing,region_34,Bachelor's,m,sourcing,1,29,5.0,3,1,0,50,0
75694,Finance,region_7,Master's & above,m,other,1,35,1.0,8,0,0,58,0
53254,Operations,region_20,Master's & above,m,sourcing,1,38,5.0,3,1,0,62,0
61364,Technology,region_2,Master's & above,m,other,1,49,3.0,6,0,0,80,0
12469,Procurement,region_15,Bachelor's,m,other,1,44,5.0,5,1,0,72,0
22381,Procurement,region_29,Bachelor's,m,other,1,30,1.0,6,0,0,70,0
13102,Sales & Marketing,region_31,Bachelor's,m,other,3,27,3.0,2,0,0,52,0
69861,Operations,region_7,Bachelor's,m,sourcing,1,34,3.0,3,1,0,63,0
18901,Operations,region_15,Bachelor's,m,other,1,27,1.0,5,1,1,55,0
10342,Operations,region_2,Bachelor's,f,other,1,33,1.0,6,0,0,57,0
54514,Sales & Marketing,region_20,Bachelor's,m,sourcing,1,35,4.0,6,0,0,49,0
40529,Analytics,region_22,Bachelor's,m,other,1,32,3.0,3,0,0,86,0
40958,Operations,region_13,Bachelor's,m,other,1,41,3.0,10,0,0,59,0
37872,Sales & Marketing,region_4,Master's & above,m,other,1,57,5.0,16,1,0,49,0
41247,Sales & Marketing,region_2,Bachelor's,f,other,1,50,3.0,4,0,0,55,0
2876,Analytics,region_22,Master's & above,m,sourcing,1,30,3.0,3,1,0,83,0
9151,Technology,region_22,Master's & above,m,other,1,39,1.0,10,0,0,79,0
28445,Procurement,region_17,Bachelor's,f,other,1,55,3.0,4,0,0,72,0
29260,Finance,region_13,Bachelor's,f,other,1,31,3.0,8,0,0,59,0
60530,Procurement,region_23,Bachelor's,f,sourcing,1,35,4.0,4,0,0,67,0
13609,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,49,5.0,10,0,0,54,0
58906,Procurement,region_7,Master's & above,f,other,1,36,2.0,8,0,0,68,0
57694,Operations,region_22,Master's & above,m,other,1,32,1.0,3,0,0,63,0
34089,Sales & Marketing,region_22,Bachelor's,f,other,1,28,1.0,4,0,0,50,0
6583,Sales & Marketing,region_29,Bachelor's,m,other,2,29,4.0,2,0,0,46,0
40271,Legal,region_2,Bachelor's,m,sourcing,1,33,3.0,3,0,0,55,0
44094,Finance,region_2,Bachelor's,f,sourcing,3,33,5.0,9,1,1,63,0
55038,Sales & Marketing,region_2,Bachelor's,m,sourcing,3,28,1.0,2,0,0,55,0
49019,Sales & Marketing,region_2,Master's & above,f,other,1,58,3.0,12,0,0,48,0
19923,Sales & Marketing,region_26,Bachelor's,m,other,1,40,4.0,12,0,0,49,0
9944,HR,region_7,Master's & above,m,sourcing,1,41,3.0,6,1,0,51,0
74246,Sales & Marketing,region_15,Master's & above,m,sourcing,1,46,3.0,17,0,0,45,0
51895,Sales & Marketing,region_26,Bachelor's,m,other,1,30,3.0,2,1,0,53,0
45270,HR,region_7,Bachelor's,m,other,1,30,3.0,4,0,0,49,0
27218,Sales & Marketing,region_2,Master's & above,m,sourcing,1,34,5.0,9,1,0,54,0
29163,Analytics,region_22,Bachelor's,m,other,2,29,5.0,2,1,0,82,0
34068,Operations,region_31,Bachelor's,m,other,1,42,4.0,16,0,0,59,0
5650,Operations,region_8,Bachelor's,m,sourcing,1,32,4.0,8,0,0,65,0
49261,Technology,region_12,Bachelor's,m,sourcing,1,28,4.0,4,1,0,81,0
64771,HR,region_20,Bachelor's,m,other,1,38,3.0,3,0,0,49,0
1207,Operations,region_7,Below Secondary,f,sourcing,2,26,3.0,3,0,0,59,0
30226,Operations,region_7,Bachelor's,m,sourcing,1,57,5.0,4,1,0,58,0
66676,Technology,region_33,Bachelor's,m,other,2,32,3.0,7,0,0,83,0
63623,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,40,3.0,5,1,0,52,0
58263,Operations,region_29,Bachelor's,m,other,2,32,5.0,6,1,0,61,0
36574,Sales & Marketing,region_17,Bachelor's,m,sourcing,1,37,3.0,9,1,0,51,0
68720,Procurement,region_2,Bachelor's,m,sourcing,1,54,5.0,22,1,0,70,0
31963,Sales & Marketing,region_2,Master's & above,m,sourcing,1,52,4.0,13,0,0,51,0
24501,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,29,1.0,2,0,0,49,0
8491,Analytics,region_22,Bachelor's,m,sourcing,2,31,1.0,6,0,0,87,0
10087,Sales & Marketing,region_2,Bachelor's,f,other,1,43,5.0,15,0,0,52,0
70944,Sales & Marketing,region_27,Bachelor's,m,other,1,26,5.0,2,1,0,48,0
33745,HR,region_25,Bachelor's,f,other,1,28,5.0,3,0,0,50,0
49442,HR,region_7,Bachelor's,f,other,1,30,1.0,3,0,0,51,0
9466,Procurement,region_2,Bachelor's,f,other,4,42,3.0,15,0,0,72,0
32203,Sales & Marketing,region_4,Master's & above,m,other,1,32,3.0,2,1,0,50,0
14548,Sales & Marketing,region_25,Master's & above,f,other,1,39,5.0,9,0,0,48,0
44769,Procurement,region_7,Bachelor's,f,other,1,41,4.0,10,1,0,69,0
1614,R&D,region_26,Bachelor's,m,other,1,35,1.0,6,0,0,87,0
60180,HR,region_15,Bachelor's,m,sourcing,1,30,2.0,6,0,0,51,0
89,HR,region_16,Bachelor's,m,sourcing,1,36,4.0,10,1,0,48,0
58229,Operations,region_19,Master's & above,m,sourcing,1,35,5.0,3,1,0,58,0
46299,Finance,region_2,Bachelor's,f,other,2,28,5.0,6,1,0,60,0
16325,Sales & Marketing,region_22,Master's & above,m,sourcing,2,40,3.0,5,1,0,52,0
28303,Sales & Marketing,region_13,Bachelor's,m,other,1,31,3.0,5,0,0,45,0
56571,Operations,region_2,Bachelor's,m,sourcing,1,31,5.0,5,1,0,57,0
76882,Sales & Marketing,region_2,Master's & above,m,sourcing,1,32,2.0,3,0,0,47,0
50691,Technology,region_27,Bachelor's,f,other,1,38,1.0,11,0,0,82,0
6483,Procurement,region_11,Bachelor's,f,sourcing,1,32,1.0,8,0,0,66,0
34712,Sales & Marketing,region_20,Master's & above,m,sourcing,1,44,4.0,7,0,0,53,0
18029,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,39,5.0,15,0,0,51,0
20655,Sales & Marketing,region_2,Bachelor's,f,sourcing,2,38,1.0,9,0,0,51,0
11207,Finance,region_22,Bachelor's,m,sourcing,1,25,3.0,2,1,0,58,0
59534,Analytics,region_31,Bachelor's,m,sourcing,2,31,3.0,5,0,0,79,0
57977,Analytics,region_2,Master's & above,m,sourcing,1,56,5.0,12,0,0,88,0
36911,Sales & Marketing,region_14,Bachelor's,m,other,1,28,5.0,4,0,0,49,0
13255,Sales & Marketing,region_21,Bachelor's,m,other,1,25,3.0,2,0,0,50,0
56241,Sales & Marketing,region_28,Master's & above,m,other,1,30,3.0,4,1,0,51,0
41915,Operations,region_7,Bachelor's,f,other,1,32,5.0,6,1,0,64,0
26796,Operations,region_2,Bachelor's,m,other,1,36,3.0,7,1,0,52,0
73209,Sales & Marketing,region_13,Bachelor's,m,other,1,26,4.0,3,0,0,48,0
62295,Operations,region_29,Bachelor's,f,sourcing,2,33,5.0,7,1,0,60,0
7279,Analytics,region_17,Bachelor's,m,other,3,29,5.0,3,1,0,85,0
70346,Technology,region_7,Bachelor's,f,referred,2,31,4.0,3,0,0,74,0
27230,Analytics,region_29,Bachelor's,m,other,1,33,5.0,7,1,0,84,0
15459,Procurement,region_2,Master's & above,f,other,1,38,5.0,7,1,0,77,0
71394,Operations,region_16,Bachelor's,f,other,1,32,4.0,5,1,0,63,0
37545,Operations,region_4,Bachelor's,f,other,1,37,5.0,8,1,0,62,0
1856,Sales & Marketing,region_2,Master's & above,f,sourcing,1,56,2.0,12,0,0,49,0
28772,Sales & Marketing,region_15,Bachelor's,m,other,1,38,2.0,4,1,0,46,0
111,Sales & Marketing,region_19,Bachelor's,m,other,1,40,5.0,9,0,0,55,0
23718,Analytics,region_2,Bachelor's,m,sourcing,3,25,4.0,2,0,0,83,0
46026,Sales & Marketing,region_4,Bachelor's,f,sourcing,1,36,1.0,8,0,0,53,0
54267,Operations,region_22,Master's & above,f,sourcing,1,39,5.0,5,1,0,59,0
9191,Operations,region_2,Bachelor's,f,sourcing,3,24,5.0,2,1,0,58,0
16941,Technology,region_27,Bachelor's,m,sourcing,1,26,4.0,3,0,0,79,0
61614,Sales & Marketing,region_2,Bachelor's,f,other,1,35,5.0,7,0,0,48,0
17005,HR,region_2,Master's & above,m,sourcing,1,31,4.0,6,0,0,46,0
3811,Legal,region_31,Bachelor's,m,other,1,33,3.0,2,0,0,57,0
18197,Technology,region_2,Bachelor's,m,other,1,40,3.0,11,0,0,76,0
64862,Analytics,region_25,Master's & above,m,sourcing,2,37,5.0,10,1,0,84,0
55139,Technology,region_31,Master's & above,f,other,1,40,3.0,9,0,0,78,0
61308,Procurement,region_31,Bachelor's,f,other,2,35,3.0,5,1,0,69,0
68521,HR,region_3,Bachelor's,f,sourcing,1,31,3.0,6,1,0,51,0
20663,Analytics,region_4,Bachelor's,m,other,1,29,3.0,5,1,0,84,0
58448,Procurement,region_7,Bachelor's,m,sourcing,2,47,4.0,7,0,0,69,0
3679,R&D,region_2,Master's & above,m,sourcing,1,35,1.0,8,0,0,83,0
28743,Operations,region_2,Bachelor's,f,sourcing,1,53,5.0,3,0,0,56,0
20129,Finance,region_2,Bachelor's,f,sourcing,2,25,4.0,2,1,0,59,0
13558,Finance,region_2,Bachelor's,m,other,1,57,5.0,24,0,0,60,0
68127,Technology,region_7,Master's & above,m,sourcing,1,31,1.0,4,0,0,81,0
51470,Finance,region_7,Bachelor's,m,other,1,33,3.0,9,0,0,62,0
17484,Technology,region_27,Bachelor's,f,other,1,38,4.0,10,1,0,82,0
33499,Operations,region_26,Bachelor's,m,sourcing,1,36,4.0,8,1,0,60,0
36181,Operations,region_16,Bachelor's,f,other,1,29,5.0,6,1,0,58,0
56516,Procurement,region_15,Bachelor's,m,other,2,28,3.0,5,0,0,69,0
63610,Analytics,region_31,Bachelor's,m,sourcing,1,29,3.0,6,0,0,85,0
61625,HR,region_25,Bachelor's,f,other,1,30,1.0,6,0,0,49,0
52891,Technology,region_27,Bachelor's,m,sourcing,1,29,3.0,4,1,1,79,0
59508,Sales & Marketing,region_14,Bachelor's,f,other,1,33,4.0,6,1,0,50,0
22621,Procurement,region_8,Bachelor's,f,sourcing,1,29,3.0,7,0,0,68,0
61147,Finance,region_22,Master's & above,m,sourcing,1,34,3.0,4,0,0,55,0
2,Finance,region_2,Master's & above,f,sourcing,1,35,1.0,2,0,0,63,0
24207,Procurement,region_7,Bachelor's,f,other,2,40,5.0,2,1,0,74,0
78124,Sales & Marketing,region_27,Bachelor's,m,other,2,34,1.0,7,0,0,48,0
26766,R&D,region_2,Master's & above,m,other,2,39,4.0,12,0,0,81,0
36013,Technology,region_2,Master's & above,m,sourcing,1,39,4.0,4,0,0,80,0
55431,Sales & Marketing,region_27,Bachelor's,m,other,1,36,3.0,3,1,0,50,0
67114,Sales & Marketing,region_14,Master's & above,m,other,1,45,3.0,7,0,0,54,0
56857,Operations,region_26,Bachelor's,m,other,2,30,5.0,5,0,0,58,0
14901,Operations,region_15,Bachelor's,m,sourcing,1,31,3.0,7,0,0,61,0
42789,Technology,region_16,Bachelor's,f,sourcing,2,30,2.0,7,0,0,82,0
38095,Finance,region_5,Bachelor's,m,other,1,36,4.0,8,1,0,56,0
34090,Sales & Marketing,region_2,Master's & above,m,sourcing,2,48,2.0,17,1,0,49,0
34264,Sales & Marketing,region_22,Master's & above,f,other,1,30,3.0,5,0,0,54,0
22644,Operations,region_32,Master's & above,m,sourcing,1,34,4.0,8,1,0,60,0
359,Procurement,region_20,Master's & above,f,other,1,34,3.0,7,0,0,70,0
353,Sales & Marketing,region_19,Bachelor's,m,sourcing,4,34,3.0,2,0,0,48,0
2741,Procurement,region_7,Master's & above,m,other,1,37,3.0,4,1,0,70,0
63953,Operations,region_7,Below Secondary,m,other,1,26,3.0,4,0,0,64,0
27577,Procurement,region_2,Bachelor's,f,referred,1,31,5.0,5,1,0,69,0
9462,Sales & Marketing,region_15,Bachelor's,m,other,1,38,2.0,6,0,0,50,0
71775,Sales & Marketing,region_2,Bachelor's,f,other,2,24,3.0,2,0,0,52,0
55394,Sales & Marketing,region_26,Bachelor's,f,sourcing,2,36,3.0,3,0,0,49,0
9141,Sales & Marketing,region_13,Bachelor's,f,other,1,34,3.0,7,0,0,52,0
2795,Operations,region_24,Master's & above,f,other,1,31,5.0,6,1,0,63,0
58397,Sales & Marketing,region_2,Master's & above,m,sourcing,1,47,4.0,7,0,0,50,0
75791,Legal,region_7,Bachelor's,m,sourcing,1,36,4.0,7,1,0,61,0
34606,Operations,region_2,Bachelor's,m,sourcing,1,52,5.0,18,0,0,61,0
66372,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,32,5.0,2,1,0,46,0
73483,Procurement,region_2,Master's & above,m,sourcing,1,41,3.0,16,0,0,73,0
16859,Analytics,region_2,Master's & above,m,other,1,50,1.0,7,0,1,79,0
77237,Operations,region_32,Bachelor's,f,sourcing,1,36,3.0,7,0,0,61,0
69872,Operations,region_20,Bachelor's,m,sourcing,1,26,3.0,2,0,0,58,0
54852,Procurement,region_19,Bachelor's,m,other,1,44,3.0,7,0,0,69,0
28332,Sales & Marketing,region_13,Bachelor's,m,other,1,45,1.0,16,0,0,46,0
8289,Sales & Marketing,region_1,Bachelor's,m,other,2,30,5.0,3,1,0,51,0
3142,Operations,region_30,Bachelor's,m,other,1,28,1.0,3,0,0,59,0
72268,Procurement,region_27,Bachelor's,m,sourcing,1,28,4.0,5,1,0,68,0
66329,Sales & Marketing,region_21,Bachelor's,m,sourcing,1,29,5.0,2,1,0,50,0
31146,Procurement,region_2,Master's & above,m,referred,1,41,3.0,7,0,0,77,0
65742,Finance,region_26,Bachelor's,m,other,1,30,4.0,7,1,0,60,0
9215,Technology,region_7,Master's & above,f,sourcing,2,40,5.0,9,1,0,76,0
77448,Technology,region_11,Bachelor's,m,sourcing,2,30,3.0,5,0,0,76,0
9804,HR,region_26,Bachelor's,f,sourcing,1,35,3.0,4,0,0,43,0
25897,Sales & Marketing,region_26,Bachelor's,f,other,1,26,3.0,2,1,0,46,0
50191,Operations,region_22,Bachelor's,m,other,1,26,3.0,2,1,0,56,0
49593,Finance,region_13,Master's & above,m,sourcing,1,34,3.0,4,0,0,63,0
16688,Operations,region_1,Master's & above,m,other,1,39,4.0,13,1,0,58,0
78126,Procurement,region_27,Bachelor's,f,other,1,33,3.0,3,0,0,76,0
50827,Analytics,region_11,Master's & above,m,other,1,33,3.0,7,0,0,89,0
19213,Operations,region_22,Bachelor's,m,sourcing,1,27,2.0,1,0,0,56,0
40756,Operations,region_15,Master's & above,m,other,1,41,3.0,6,0,0,59,0
37801,Sales & Marketing,region_22,Master's & above,m,other,2,36,4.0,9,0,0,46,0
77496,Technology,region_2,Bachelor's,f,other,1,31,2.0,5,0,0,82,0
14360,Operations,region_8,Bachelor's,m,sourcing,1,35,4.0,5,1,0,62,0
76742,Sales & Marketing,region_15,Bachelor's,m,other,3,30,1.0,5,0,0,51,0
60321,HR,region_11,Bachelor's,m,sourcing,1,26,3.0,2,0,0,49,0
21222,Operations,region_15,Bachelor's,m,other,1,30,4.0,6,1,0,60,0
50043,Technology,region_33,Bachelor's,m,other,1,27,4.0,3,0,0,83,0
69641,Procurement,region_2,Bachelor's,f,other,1,33,4.0,7,0,0,69,0
35946,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,31,5.0,6,0,0,44,0
33374,Technology,region_16,Bachelor's,m,sourcing,1,54,5.0,17,1,0,81,0
39791,Sales & Marketing,region_28,Master's & above,m,sourcing,1,35,5.0,4,0,0,49,0
65933,Sales & Marketing,region_13,Bachelor's,f,other,1,41,1.0,4,0,0,44,0
16639,Sales & Marketing,region_2,Master's & above,m,sourcing,1,58,3.0,18,0,0,51,0
77006,Sales & Marketing,region_22,Bachelor's,f,other,1,34,5.0,9,0,0,48,0
71254,Sales & Marketing,region_4,Master's & above,m,sourcing,1,46,3.0,18,0,0,50,0
28627,Sales & Marketing,region_2,Bachelor's,f,other,1,40,4.0,5,0,0,48,0
48646,Operations,region_31,Master's & above,m,other,1,50,1.0,6,0,0,59,0
22028,Sales & Marketing,region_22,Master's & above,m,other,1,41,4.0,3,0,0,51,0
60637,Operations,region_2,Bachelor's,m,sourcing,1,48,3.0,23,0,0,58,0
52965,Operations,region_4,Bachelor's,f,other,2,36,4.0,2,1,0,57,0
74208,Technology,region_22,Bachelor's,f,other,1,29,4.0,4,1,0,86,0
9085,Analytics,region_1,Bachelor's,m,sourcing,2,29,5.0,2,0,0,86,0
57651,Technology,region_22,Master's & above,m,sourcing,1,52,5.0,4,1,0,80,0
73228,Procurement,region_2,Master's & above,f,sourcing,1,55,3.0,12,0,0,72,0
9502,Technology,region_5,Bachelor's,f,sourcing,1,35,4.0,5,0,0,78,0
47076,Sales & Marketing,region_13,Bachelor's,m,other,1,48,3.0,5,0,0,54,0
62053,Operations,region_7,Bachelor's,m,sourcing,1,49,4.0,15,0,0,59,0
59978,Procurement,region_16,Master's & above,m,other,1,33,3.0,6,1,0,70,0
22596,Sales & Marketing,region_22,Bachelor's,f,other,1,29,4.0,6,0,0,49,0
55886,R&D,region_2,Bachelor's,m,other,2,32,3.0,3,0,0,89,0
65753,Technology,region_2,Master's & above,m,other,1,39,4.0,11,0,0,72,0
56114,Procurement,region_34,Bachelor's,m,sourcing,1,28,4.0,5,0,0,74,0
42994,Sales & Marketing,region_2,Bachelor's,f,other,1,39,4.0,4,1,0,52,0
27616,Procurement,region_17,Bachelor's,f,other,1,51,3.0,13,0,0,67,0
7345,Sales & Marketing,region_7,Bachelor's,f,other,2,35,3.0,9,0,0,47,0
52025,Procurement,region_7,Master's & above,m,sourcing,1,34,4.0,5,1,0,74,0
